step,loss,recall_accuracy,gradient_norm
184,1.3780417442321777,0.2083333283662796,1.0008889436721802
185,1.393030047416687,0.1666666716337204,0.8264689445495605
186,1.3719500303268433,0.375,0.6695694327354431
187,1.3725262880325317,0.3125,0.8835379481315613
188,1.4039767980575562,0.3125,0.8013506531715393
189,1.4069424867630005,0.2708333432674408,0.8390425443649292
190,1.4237176179885864,0.1666666716337204,1.1030526161193848
191,1.3371163606643677,0.3541666567325592,0.5372782945632935
192,1.3394428491592407,0.3541666567325592,0.6545318365097046
193,1.4469190835952759,0.1875,1.1815598011016846
194,1.441616415977478,0.2083333283662796,1.0538829565048218
195,1.3660727739334106,0.3125,0.2531989514827728
196,1.4437295198440552,0.2708333432674408,1.5479565858840942
197,1.3494176864624023,0.375,1.0492932796478271
198,1.3767069578170776,0.2916666567325592,0.4726400375366211
199,1.382527470588684,0.2916666567325592,0.1790875941514969
200,1.3928834199905396,0.2291666716337204,0.521848201751709
201,1.4087262153625488,0.1666666716337204,0.885201632976532
202,1.4314452409744263,0.1875,1.1496084928512573
203,1.394155502319336,0.25,0.5011653304100037
204,1.3911296129226685,0.2291666716337204,0.5512885451316833
205,1.3911629915237427,0.2083333283662796,0.5677860975265503
206,1.3920798301696777,0.2708333432674408,0.7476953864097595
207,1.394351601600647,0.25,0.26899468898773193
208,1.3787564039230347,0.2916666567325592,0.21675851941108704
209,1.4094997644424438,0.1666666716337204,1.150678277015686
210,1.3981314897537231,0.25,0.6009910702705383
211,1.3913288116455078,0.2291666716337204,0.340803325176239
212,1.3750547170639038,0.3125,0.27260667085647583
213,1.3746298551559448,0.3125,0.28917330503463745
214,1.3938740491867065,0.25,0.354449599981308
215,1.3979111909866333,0.2708333432674408,0.5637707114219666
216,1.3634332418441772,0.4166666567325592,1.047924518585205
217,1.394577145576477,0.2708333432674408,0.557485044002533
218,1.3894916772842407,0.2708333432674408,0.23396317660808563
219,1.3957494497299194,0.1875,0.8999308943748474
220,1.403985857963562,0.2083333283662796,0.6495202779769897
221,1.418861985206604,0.1666666716337204,1.0277844667434692
222,1.3673558235168457,0.3541666567325592,0.6310317516326904
223,1.3774679899215698,0.2708333432674408,0.7046029567718506
224,1.3826848268508911,0.25,0.9675260186195374
225,1.384947657585144,0.25,0.31224700808525085
226,1.402670979499817,0.1666666716337204,0.8459096550941467
227,1.3968852758407593,0.1666666716337204,0.7103634476661682
228,1.3979402780532837,0.2083333283662796,0.5961427688598633
229,1.3867820501327515,0.2083333283662796,0.6669793128967285
230,1.3840996026992798,0.3125,0.811032235622406
231,1.370528221130371,0.375,1.1295075416564941
232,1.3893941640853882,0.2708333432674408,0.8757707476615906
233,1.391629695892334,0.25,0.45692178606987
234,1.384670376777649,0.2916666567325592,0.31788501143455505
235,1.3718606233596802,0.3125,0.32502028346061707
236,1.3893660306930542,0.2916666567325592,1.0285327434539795
237,1.3992351293563843,0.1875,1.0881093740463257
238,1.3515931367874146,0.3541666567325592,0.6589049696922302
239,1.3909622430801392,0.25,0.7895624041557312
240,1.4094074964523315,0.25,0.6592044234275818
241,1.4084945917129517,0.25,0.6072021126747131
242,1.3833993673324585,0.3125,0.34281039237976074
243,1.3710670471191406,0.2916666567325592,0.3158147931098938
244,1.4161397218704224,0.2291666716337204,0.8722068667411804
245,1.393453598022461,0.1875,0.6792958378791809
246,1.392821192741394,0.2291666716337204,0.4187682569026947
247,1.41433584690094,0.2291666716337204,0.9158421754837036
248,1.3887171745300293,0.2291666716337204,0.9379346370697021
249,1.3901410102844238,0.25,0.31358906626701355
250,1.3895058631896973,0.3125,0.5441358089447021
251,1.4008091688156128,0.1875,0.6628708839416504
252,1.3894834518432617,0.2708333432674408,0.4931144714355469
253,1.3842593431472778,0.2291666716337204,0.7536270022392273
254,1.3826422691345215,0.2083333283662796,1.0805195569992065
255,1.4008609056472778,0.1875,0.8552311062812805
256,1.3881951570510864,0.2708333432674408,0.33743390440940857
257,1.3842167854309082,0.3125,0.6565136313438416
258,1.3980876207351685,0.2291666716337204,0.6188457012176514
259,1.372130274772644,0.3333333432674408,0.4682631492614746
260,1.3815888166427612,0.2916666567325592,0.3488331437110901
261,1.4117541313171387,0.2083333283662796,0.9370925426483154
262,1.3881220817565918,0.2916666567325592,0.6648129820823669
263,1.4332271814346313,0.1458333283662796,1.1936691999435425
264,1.3971725702285767,0.25,0.6146895289421082
265,1.396920084953308,0.25,1.31284499168396
266,1.3859338760375977,0.2708333432674408,0.8474065661430359
267,1.3928056955337524,0.2291666716337204,0.7474550604820251
268,1.386980414390564,0.25,0.5677425861358643
269,1.3835439682006836,0.25,0.461513489484787
270,1.3864144086837769,0.2916666567325592,0.7818084359169006
271,1.3922399282455444,0.2291666716337204,0.51899653673172
272,1.3904881477355957,0.2083333283662796,0.5252153873443604
273,1.3815573453903198,0.1875,0.6320769786834717
274,1.381001591682434,0.3333333432674408,0.5249653458595276
275,1.3829832077026367,0.2916666567325592,0.5486520528793335
276,1.397916316986084,0.1875,0.8296933174133301
277,1.3823633193969727,0.2916666567325592,0.35238757729530334
278,1.403321385383606,0.2083333283662796,0.6275940537452698
279,1.3957123756408691,0.2291666716337204,0.43490779399871826
280,1.3689080476760864,0.3125,0.4919310212135315
281,1.36556875705719,0.3541666567325592,0.4962403178215027
282,1.369469165802002,0.375,0.6236429214477539
283,1.3946031332015991,0.1875,1.1368718147277832
284,1.3891587257385254,0.2916666567325592,0.35623133182525635
285,1.3863664865493774,0.2916666567325592,0.3003159165382385
286,1.364636778831482,0.3958333432674408,0.8887432217597961
287,1.3951128721237183,0.2708333432674408,0.4248821437358856
288,1.3911375999450684,0.2708333432674408,0.3892519772052765
289,1.4226984977722168,0.2083333283662796,0.9652751088142395
290,1.3938435316085815,0.2083333283662796,0.8004568219184875
291,1.3912467956542969,0.2708333432674408,0.7408486604690552
292,1.4299874305725098,0.1458333283662796,1.2594923973083496
293,1.3837229013442993,0.2291666716337204,0.5082825422286987
294,1.3832465410232544,0.2083333283662796,0.6441035270690918
295,1.3814544677734375,0.2708333432674408,0.30292266607284546
296,1.3960623741149902,0.1875,0.8170257806777954
297,1.386292815208435,0.2916666567325592,0.5345945358276367
298,1.38809072971344,0.2083333283662796,0.9117129445075989
299,1.3901275396347046,0.2291666716337204,0.29649588465690613
300,1.3952916860580444,0.2083333283662796,0.512669026851654
